"id";"NIT";"pyme";"ind-sep";"nombre";"CIIU";"constitucion";"estado";"direccionjud";"deptojud";"ciudadjud";"direccion";"depto";"ciudad";"pais";"telefono";"celular";"email";"matricula";"dommatriz";"paismatriz";"revisor";"conceptorev"
17704;"900071468";1;1;"LABORATORIO FOTOGRAFICO KONICOLOR DIGITAL SAS";"4774";"16/02/2006";"ACUERDO DE REORGANIZACION";"CARRERA 52 48 72";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CARRERA 52 48 72";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"2512148";"3104518629";"KONICOLORDIGITAL@GMAIL.COM";"21-358088-12";"";"";"Si";"03. LIMPIO"
17705;"900343963";1;1;"BETANCOURTH ESQUIVEL SAS";"4644";"01/03/2010";"ACTIVA";"CR 8A 23 64";"VALLE";"CALI-VALLE";"CR 8A 23 64";"VALLE";"CALI-VALLE";"Colombia";"3816290";"3165213568";"sandra@mbimportacioneselectricas.com";"785620-16";"";"";"Si";"03. LIMPIO"
17706;"900598078";1;1;"VAN DYK SAS ";"6810";"16/11/2012";"ACTIVA";"KR 24 B # 2 A - 175";"VALLE";"CALI-VALLE";"KR 24 B # 2 A - 175";"VALLE";"CALI-VALLE";"Colombia";"3956350";"3116052444";"contabilidad@vandyk.international";"865414-5";"";"";"Si";"03. LIMPIO"
17707;"900357379";1;1;"CA SOLUCIONES EN CONSTRUCCION SAS";"4290";"12/05/2010";"ACTIVA";"CL 57 R SUR 62 65 BQ 19 AP 204";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CL 57 R SUR 62 65 BQ 19 AP 204";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"5440730";"3114801306";"casoluciones2016@gmail.com";"1990950";"";"";"Si";""
17708;"830016167";1;1;"DESPROING SAS EN RESORGANIZACION "" ""DESPROING SAS EN RESORGANIZACION";"4111";"16/04/1996";"ACUERDO DE REORGANIZACION";"KR 62 103 44";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"KR 62 103 44";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"7449990";"3143300290";"info@desproing.com";"696680";"";"";"Si";"03. LIMPIO"
17709;"900066351";1;1;"TECMOVIL COMUNICACIONES SA. EN REORGANIZACION";"4741";"19/01/2006";"ACUERDO DE REORGANIZACION";"CALLE 9 26 37";"BOGOTA D.C.";"LOS-MARTIRES-BOGOTA D.C.";"CALLE 9 26 37";"BOGOTA D.C.";"LOS-MARTIRES-BOGOTA D.C.";"Colombia";"7498732";"3104812969";"jcinfante@tecmovil.com.co";"1560528";"";"";"Si";"03. LIMPIO"
17710;"900069061";1;1;"DISTRIBUIDORA LA CONFIANZA SAS";"4663";"31/03/2006";"ACTIVA";"CRA 11 No. 4 - 79";"AMAZONAS";"LETICIA-AMAZONAS";"CRA 11 No. 4 - 79";"AMAZONAS";"LETICIA-AMAZONAS";"Colombia";"5924430";"3176565238";"ivan.bueno@laconfianza.com";"10437";"";"";"Si";""
17711;"900153161";1;1;"EPSILOM CONSTRUCCIONES SAS";"4111";"09/05/2007";"ACTIVA";"CR 7 114 33 OF 404";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CR 7 114 33 OF 404";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2542000";"3108459839";"luis.velasquez@equm.com.co";"1705275";"";"";"Si";"03. LIMPIO"
17712;"900575843";1;1;"AGP SERVICES SAS";"2819";"29/11/2012";"ACTIVA";"AV TRONCAL DE OCCIDENTE 20 85";"CUNDINAMARCA";"MOSQUERA-CUNDINAMARCA";"AV TRONCAL DE OCCIDENTE 20 85";"CUNDINAMARCA";"MOSQUERA-CUNDINAMARCA";"Colombia";"5706353";"3164727132";"jrmora@agpservices.com.co";"79184";"";"";"Si";"03. LIMPIO"
17713;"830097685";1;1;"INDUSTRIAS ENSUEÑO SAS..";"4754";"23/01/2002";"ACTIVA";"CRA. 5 3 52 COTA CUND.";"CUNDINAMARCA";"COTA-CUNDINAMARCA";"CRA. 5 3 52 COTA .CUND.";"CUNDINAMARCA";"COTA-CUNDINAMARCA";"Colombia";"8985127";"3112233790";"opr60@hotmail.com ";"1153966";"";"";"Si";"03. LIMPIO"
17714;"830125329";1;1;"IINDUSTRIA MANUFACTURERA Y TEXTILERA DE COLOMBIA SAS IMTEXCO SAS";"1410";"21/07/2003";"ACTIVA";"CL 31 SUR 9-45";"BOGOTA D.C.";"ANTONIO-NARIÑO-BOGOTA D.C.";"CL 31 SUR 9-45";"BOGOTA D.C.";"ANTONIO-NARIÑO-BOGOTA D.C.";"Colombia";"5696650";"3114773862";"imtexcoleu@gmail.com";"1296869";"";"";"No";""
17715;"800154466";1;1;"RODRIGUEZ GACHARNA SUCESORES Y CIA SAS";"4759";"15/10/1991";"ACTIVA";"CRA 15 No 93 60 LOC 110";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 15 No 93 60 LOC 110";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2365821";"3218117162";"ventas@plateriavicenza.com";"480179";"";"";"No";""
17716;"800038242";1;1;"ESCAMVAL Y CIA S EN C.A.";"6810";"30/03/1988";"ACTIVA";"CR 16 16 57 OFICINA  404";"RISARALDA";"PEREIRA-RISARALDA";"CR 8 16 57 OFICINA 404";"RISARALDA";"PEREIRA-RISARALDA";"Colombia";"3253797";"3206935866";"ESCAMVAL@VO5.CO";"4909207";"";"";"Si";"03. LIMPIO"
17717;"900362954";1;1;"LEMUS CONSTRUCCIONES S.A.S";"4290";"10/06/2010";"ACTIVA";"CR 13 54 55";"BOGOTA D.C.";"CHAPINERO-BOGOTA D.C.";"CR 13 54 55";"BOGOTA D.C.";"CHAPINERO-BOGOTA D.C.";"Colombia";"3200698";"3206412664";"LEMUS.COSNTRUCCIONES@HOTMAIL.COM";"1999280";"";"";"Si";"03. LIMPIO"
17718;"900822726";1;1;"CAFE DE LAS CORDIILERAS SAS";"4620";"26/01/2015";"ACTIVA";"CALLE 20 20-30";"ANTIOQUIA";"BETANIA-ANTIOQUIA";"CALLE 20 20-30";"ANTIOQUIA";"BETANIA-ANTIOQUIA";"Colombia";"8435261";"3136587869";"cafedelascordilleras@gmail.com";"21-530690-12";"";"";"Si";"03. LIMPIO"
17719;"890927411";1;1;"ALMACENES ELECTRON S.A.S ""ALECTRON""";"4663";"06/04/1981";"ACTIVA";"Cl 12B Sur  51 54";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CL 12B Sur 51 54";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"6040743";"3137975486";"gerencia@alectron.co";"21-053958-12";"";"";"Si";"03. LIMPIO"
17720;"900369941";1;1;"LABORATORIOS DOMECO SAS";"2023";"16/07/2010";"ACTIVA";"CR 43 A 61 SUR 152 IN 197";"ANTIOQUIA";"SABANETA-ANTIOQUIA";"CR 43 A 61 SUR 152 IN 197";"ANTIOQUIA";"SABANETA-ANTIOQUIA";"Colombia";"4444950";"3167639726";"domeco@laboratoriosdomeco.com";"139253";"";"";"Si";"03. LIMPIO"
17721;"900181068";1;1;"t&u importaciones s.a.";"4651";"08/10/2007";"ACTIVA";"CRA 81B NO. 49F-39";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CRA. 81B NO. 49F-39";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"4401010";"3053340624";"contabilidad@tyuimportaciones.co";"21-388231-04";"";"";"Si";"03. LIMPIO"
17722;"800034583";1;1;"REPAUTOS SAS EN REORGANIZACION";"4530";"30/05/1988";"ACUERDO DE REORGANIZACION";"CRA 5 N° 26B-59";"MAGDALENA";"SANTA-MARTA-MAGDALENA";"CRA 5 N° 26B-59";"MAGDALENA";"SANTA-MARTA-MAGDALENA";"Colombia";"4312400";"3014630900";"gerenciarepautos2012@hotmail.com";"0";"";"";"No";""
17723;"800000154";1;1;"CONSTRUCCIONES INDUSTRIALES Y SERVICIOS SUPER LTDA";"2920";"11/02/1987";"ACTIVA";"CALLE 11 SUR 5  61 ZN INDUSTRIAL";"HUILA";"NEIVA-HUILA";"CALLE 11 SUR 5 61 ZN INDUSTRIAL";"HUILA";"NEIVA-HUILA";"Colombia";"8600226";"3107716908";"ventas@carroceriassuper.com";"35890";"";"";"Si";"03. LIMPIO"
17724;"900119968";1;1;"CONEXIONES EMPRESARIALES SAS";"5320";"22/11/2006";"ACTIVA";"CR 8 B 11  30";"HUILA";"NEIVA-HUILA";"CR 8 B 11 30";"HUILA";"NEIVA-HUILA";"Colombia";"8752880";"3176545454";"conexionpostal@yahoo.com";"167027";"";"";"Si";"03. LIMPIO"
17725;"830109367";1;1;"QUIMICA DELTA LTDA";"4664";"15/08/2002";"ACTIVA";"KR 67A 12A 48";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"KR 67A 12A 48";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"4145119";"3132499871";"quimdel@hotmail.com";"1216613";"";"";"Si";"03. LIMPIO"
17726;"900361235";1;1;"INVERSIONES LINEA SOCIAL SAS";"6494";"26/05/2010";"ACTIVA";"CALLE 62 # 10-13";"CORDOBA";"MONTERIA-CORDOBA";"CALLE 62 # 10-13";"CORDOBA";"MONTERIA-CORDOBA";"Colombia";"7947168";"3012419785";"lineasocialinversiones@hotmail.com";"106596";"";"";"Si";"03. LIMPIO"
17727;"830500371";1;1;"RECREO SA";"0141";"31/08/2004";"ACTIVA";"CR 25 A 36D SUR 69 INT 108";"ANTIOQUIA";"ENVIGADO-ANTIOQUIA";"CR 25 A 36D SUR 69 INT 108";"ANTIOQUIA";"ENVIGADO-ANTIOQUIA";"Colombia";"4797949";"3206322578";"JMCANOLA1@GMAIL.COM";"98075";"";"";"No";""
17728;"830067053";1;1;"CIA INTERNACIONAL DE COMUNICACIONES INCOMSA SA";"5913";"30/12/1999";"ACTIVA";"CLL 18A 135 46";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CLL 18A 135 46";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"4796491";"3212341470";"proyectos@incomsa.com";"989581";"";"";"Si";"03. LIMPIO"
17729;"804005780";1;1;"ADMINISTRADORA DE CONSTRUCCIONES RAMIREZ FORERO SAS";"6810";"17/04/1998";"ACTIVA";"CL 52 23 33 BRR SOTOMAYOR";"SANTANDER";"BUCARAMANGA-SANTANDER";"CL 52 23 33 BRR SOTOMAYOR";"SANTANDER";"BUCARAMANGA-SANTANDER";"Colombia";"6435914";"3176436964";"ramirez.forero@hotmail.com";"05-067349-16";"";"";"Si";"03. LIMPIO"
17730;"830038007";1;1;"RED ESPECIALIZADA EN TRANSPORTE S.A. - EN REORGANIZACION";"4923";"15/10/1997";"ACUERDO DE REORGANIZACION";"CR 68 D 13 97";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CR 68 D 13 97";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"8941000";"3123070211";"notificacionestributarias@redetrans.net";"3192671";"";"";"Si";"03. LIMPIO"
17731;"860514573";1;1;"AGROPECUARIA TROCHADOR Y CIA SAS";"0129";"13/05/1983";"ACTIVA";"CR. 5 # 86-30 APTO. 701";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CR. 5 # 86-30 APTO. 701";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2368611";"3124481192";"maisgoga1@hotmail.com";"192852";"";"";"No";""
17732;"806012509";1;1;"PERSONALISAMOS SA";"4111";"02/10/2002";"ACTIVA";"CALLE 36 No. 2-36 CENTRO";"BOLIVAR";"CARTAGENA-BOLIVAR";"CALLE 36 No. 2-36 CENTRO ";"BOLIVAR";"CARTAGENA-BOLIVAR";"Colombia";"6687025";"3116854712";"GRANVELERO@YAHOO.COM";"09-206743-03";"";"";"Si";"03. LIMPIO"
17733;"900032739";1;1;"PROMOTORA GRAN VELERO LTDA.";"4111";"28/06/2005";"EN ETAPA PREOPERATIVA";"CENTRO CL. 36 No. 2-36 LC 18";"BOLIVAR";"CARTAGENA-BOLIVAR";"CENTRO CL. 36 No. 2-36 LC 18";"BOLIVAR";"CARTAGENA-BOLIVAR";"Colombia";"6587025";"3116854712";"GRANVELERO@YAHOO.COM";"09-206743-03";"";"";"Si";"03. LIMPIO"
17734;"800045199";1;1;"CONSTRUDISEÑOS AGROEQUIPOS COMERCIAL CONACOM LTDA";"4731";"23/09/1988";"ACTIVA";"KM 2 VIA FLORENCIA NEIVA";"CAQUETA";"FLORENCIA-CAQUETA";"KM 2 VIA FLORENCIA NEIVA";"CAQUETA";"FLORENCIA-CAQUETA";"Colombia";"4369037";"3102237029";"info@conacom.com.co";"11766";"";"";"Si";"03. LIMPIO"
17735;"811000571";1;1;"ALUMINIOS Y TECNOLOGIA S.A.";"4663";"17/03/1995";"ACUERDO DE REORGANIZACION";"CR 73 29 44 ";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CR 73 29 44 ";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"3419755";"3104626794";"atl-sa@hotmail.com ";"21-197383-04 ";"";"";"No";""
17736;"900135522";1;1;"HACIENDA EL DANUBIO VALLE S.A.S.";"0150";"21/02/2007";"ACTIVA";"CRA 10 88-45 APTO 603";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 10 88-45 APTO 603";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6352280";"3118696196";"evallejo17@gmail.com";"1676503";"";"";"Si";"03. LIMPIO"
17737;"900030598";1;1;"ASESORAMIENTO INTERNACIONAL S.A.S.";"6810";"31/03/2005";"ACTIVA";"KR 13 119 63 AP 501";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"KR 13 119 63 AP 50";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6275419";"3138316871";"asesorinternal@hotmail.com";"1496684";"";"";"No";""
17738;"900125179";1;1;"SURTIFINCA LA PORTADA SAS EN REORGANIZACION";"0119";"15/12/2006";"ACUERDO DE REORGANIZACION";"AV 4 OESTE 7 143";"VALLE";"CALI-VALLE";"AV 4 OESTE 7 143";"VALLE";"CALI-VALLE";"Colombia";"8926095";"3206999733";"surtifincalaportadasas@yahoo.com";"699831-16";"";"";"No";""
17739;"901010292";1;1;"lLABORATORIO AGROINDUSTRIAL BIOCALIDAD S.A.S.";"7120";"16/09/2016";"ACTIVA";"CR 23 25 61 OFIC 403 Y 404";"CALDAS";"MANIZALES-CALDAS";"CR 23 25 61 OFIC 403 Y 404";"CALDAS";"MANIZALES-CALDAS";"Colombia";"8848782";"3137658189";"laboratorio@biocalidad.com.co";"181573";"";"";"No";""
17740;"900434952";1;1;"LOGISTICAS Y ASESORIAS EMPRESARIALES S A S";"8292";"12/04/2011";"ACTIVA";"TRASVERSAL 39 72 2 INT 302";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"TRASVERSAL 39 72 2 INT 302";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"3222989";"3206321807";"contabilidad@logremas.com.co";"2149255312";"";"";"Si";"03. LIMPIO"
17741;"811008375";1;1;"FRENOS NUTIBARA S.A";"4530";"06/04/1997";"ACTIVA";"CL 30 A 58 01";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CL 30 A 58 01";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"4485556";"3007648450";"contabilidad@frenosnutibara.com";"222332-04";"";"";"Si";"03. LIMPIO"
17742;"805015519";1;1;"colonia sas";"6810";"25/10/1999";"ACTIVA";"kr 5 norte 7 bis 03";"VALLE";"ROLDANILLO-VALLE";"kr 5 norte 7 bis 03";"VALLE";"ROLDANILLO-VALLE";"Colombia";"6275419";"3138316871";"coloniasa@hotmail.com";"52333-16";"";"";"No";""
17743;"901054548";1;1;"Jego Chemical S.A.S.";"4664";"23/11/2016";"ACTIVA";"Autopista Anillo Vial Km 5,5 Vereda Rio Frio Bodega Catedral 2";"SANTANDER";"GIRON-SANTANDER";"Autopista Anillo Vial km 5.5. Vereda Rio Frio Bodega Catedral 2";"SANTANDER";"GIRON-SANTANDER";"Colombia";"6381819";"3133797545";"jegochemical@gmail.com";"05-366670-16";"";"";"Si";"03. LIMPIO"
17744;"830064543";1;1;"CHRISTOFF DE COLOMBIA SAS";"7010";"11/11/1999";"ACTIVA";"CL 119 14 A 46";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CL 119 14 A 46";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6295061";"3136295690";"COMINTE@HOTMAIL.COM";"979565";"";"";"Si";"03. LIMPIO"
17745;"811032904";1;1;"COMPAÑIA DE ASESORIAS  Y CONSTRUCCION S.A.S";"4210";"08/03/2002";"ACTIVA";"CR 50 FF 8 SUR 27 EDIFICIO 808 EMPRESARIAL OF 320";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CR 50 FF 8 SUR 27 EDIFICIO 808 EMPRESARIAL OF 320";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"4034385";"3148127173";"contabilidad@casco.com.co";"2129581812";"";"";"Si";"03. LIMPIO"
17746;"830112850";1;1;"GUTIERREZ PATIÑO & CIA S.A.S ";"6810";"10/12/2002";"ACTIVA";"CL 31 NO 13A 51 T1 OF203";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CL 31 NO 13A 51 T1 OF203";"BOGOTA D.C.";"TEUSAQUILLO-BOGOTA D.C.";"Colombia";"3554020";"3103223488";"gutierrezpatinoarias@gmail.com";"1232900";"";"";"Si";"03. LIMPIO"
17747;"900110631";1;1;"OMIMED SAS";"8621";"11/09/2006";"ACTIVA";"CALLE 53  No 34-22";"SANTANDER";"BUCARAMANGA-SANTANDER";"CALLE 53  No 34-22";"SANTANDER";"BUCARAMANGA-SANTANDER";"Colombia";"6430430";"3016054000";"GERENCIA@OMIMED.COM";"05-135680-16";"";"";"Si";"03. LIMPIO"
17748;"811015841";1;1;"LOS MARTILLOS SAS";"4731";"17/06/1998";"ACTIVA";"AV 33 75 C 145";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"AV 33 75C 145";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"2501023";"3218302907";"contabilidad@losmartillos.co";"21-24743-12";"";"";"Si";"03. LIMPIO"
17749;"800155116";1;1;"CAVICUEROS SAS";"4669";"14/02/1992";"ACTIVA";"CALLE 64D 112B 69";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CALLE 64D 112B 69";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"7041015";"3102448029";"contabilidad@cavicuaros.com";"489450";"";"";"Si";"03. LIMPIO"
17750;"900636835";1;1;"COLOMBIAN GOLD TRADING COMPANY SAS";"4662";"17/07/2013";"ACTIVA";"CALLE 6A SUR #13-21";"VALLE";"BUGA-VALLE";"CRA 43A #9SUR 91 ";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"5577041";"3154807174";"direccioncontable@colombiangoldtrading.com";"53559";"";"";"No";""
17751;"900192927";1;1;"PRODISABOR SAS";"1089";"09/01/2008";"ACTIVA";"CR 38 No 123 - 123";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CR 38 No 123 - 123";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3594796";"3145354890";"prodisabor@gmail.com";"449305";"";"";"Si";"03. LIMPIO"
17752;"804016086";1;1;"AGROPECUARIA PALMAR DE  URBINA S.A ";"0126";"07/10/2003";"ACTIVA";"CONDOMINIO CONJUNTO RUITOQUE GOLD CASA 25 ";"SANTANDER";"PIEDECUESTA-SANTANDER";"CONDOMINIO CONJUNTO RUITOQUE GOLD CASA 25";"SANTANDER";"PIEDECUESTA-SANTANDER";"Colombia";"6786250";"3153859562";"AGROURBINA_SA@HOTMAIL.COM";"05-107780-04";"";"";"Si";""
17753;"890935859";1;1;"HACIENDA EL RETAQUE Y CIA. LTDA.";"0149";"06/07/1984";"ACTIVA";"DIAGONAL 32 N° 32 A SUR 37";"ANTIOQUIA";"ENVIGADO-ANTIOQUIA";"DIAGONAL 32 N° 32 A SUR 37";"ANTIOQUIA";"ENVIGADO-ANTIOQUIA";"Colombia";"3030589";"3178394836";"caval8992@hotmail.com";"3861";"";"";"Si";"03. LIMPIO"
17754;"802024796";1;1;"SUMINISTROS ENERGETICOS PEREZ OIL COMERCIALIZADORA INTERNACIONAL SAS";"4731";"21/07/2004";"ACTIVA";"CL 96 57 19 AP 1";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CL 96 57 19 AP 1";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3787920";"3205645169";"BOLIVAR.SUMINISTROS@HOTMAIL.COM";"377065";"";"";"Si";"03. LIMPIO"
17755;"900795475";1;1;"INVERSIONES LUROCASTA Y CIA SCA";"6810";"22/11/2014";"ACTIVA";"CALLE  64 A 21 50 OF 1701";"CALDAS";"MANIZALES-CALDAS";"CALLE 64 A 21 50 OF 1701";"CALDAS";"MANIZALES-CALDAS";"Colombia";"8903215";"3147700403";"LUCELLYRC@HOTMAIL.COM";"169032";"";"";"Si";"03. LIMPIO"
17756;"816007115";1;1;"INVERSIONES LOPEZ LTDA";"4530";"13/01/2003";"ACTIVA";"AVDA 30 AGOSTO NO 52 476	";"RISARALDA";"PEREIRA-RISARALDA";"AVDA 30 AGOSTO NO 52 476	";"RISARALDA";"PEREIRA-RISARALDA";"Colombia";"3486245";"3215127030";"asistente.financiera@serviaero.com";"13067103";"";"";"Si";"02. CON SALVEDAD"
17757;"890935858";1;1;"INVERSIONES EL REZAGO Y CIA. LTDA.";"0149";"22/06/1984";"ACTIVA";"DIAGONAL 32 N° 32 A SUR 37";"ANTIOQUIA";"ENVIGADO-ANTIOQUIA";"DIAGONAL 32 N° 32 A SUR 37";"ANTIOQUIA";"ENVIGADO-ANTIOQUIA";"Colombia";"3030589";"3178394836";"caval8992@hotmail.com";"3858";"";"";"Si";"03. LIMPIO"
17758;"900295767";1;1;"EYR SERVICIOS GEOTECNICOS SAS";"7110";"23/06/2009";"ACTIVA";"CRA 106 15A 25 INT 141 OFC 504";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 106 15A 25 INT 141 OFIC 504";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6104770";"3183473764";"epinzon@eyr.com.co";"1907254";"";"";"Si";"03. LIMPIO"
17759;"900254831";1;1;"JORDI LTDA";"0141";"23/10/2008";"ACTIVA";"CR 18 15 43";"CESAR";"BOSCONIA-CESAR";"CR 18 15 43";"CESAR";"BOSCONIA-CESAR";"Colombia";"5778089";"3168784138";"jordiltda@hotmail.com";"88180";"";"";"Si";""
17760;"900927558";1;1;"COMERCIALIZADORA INMOBILIARIA LA CRISTALINA SAS";"6810";"16/01/2016";"ACTIVA";"CR 23 A 28-59  CONJUNTO RESIDENCIAL LA PERA CASA 63";"SANTANDER";"FLORIDABLANCA-SANTANDER";"CR 23 A 28 59  CONJUNTO RESIDENCIAL LA PERA CASA 63";"SANTANDER";"FLORIDABLANCA-SANTANDER";"Colombia";"6398080";"3187584276";"contable@jsservipetrol.com";"05-336851-16";"";"";"Si";""
17761;"900100092";1;1;"INVERSIONES RINCON DE PIEDRA S.A ";"5611";"09/08/2006";"ACTIVA";"CARA 1 CON CALLE 1 DETRAS DEL EDIF CASCADA ";"MAGDALENA";"SANTA-MARTA-MAGDALENA";"CRA 1 CON CALLE 1 DETRAS DELEDIFICIO CASCADA ";"MAGDALENA";"SANTA-MARTA-MAGDALENA";"Colombia";"4214356";"3176675967";"CONTADOR@GMAIL.COM";"98337";"";"";"Si";""
17762;"900361232";1;1;"Iinversiones la careta sasinvwesiones la careta sas";"4711";"02/06/2010";"ACTIVA";"CL 44 A 69 A 36";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CL 44 A 69 A 36";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"2601646";"3006044316";"la careta70@hotmail.com";"2143196612";"";"";"Si";"03. LIMPIO"
17763;"800175064";1;1;"ALMACEN RAMO ELECTRICOS SAS";"4530";"16/09/1992";"ACTIVA";"Carrera 59 44 48";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Carrera 59 44 48";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"2318089";"3104636842";"ramoelectricos@hotmail.com";"21-171652-12";"";"";"Si";"03. LIMPIO"
17764;"800233837";1;1;"ADTECH S.A.";"4669";"28/06/1994";"ACTIVA";"CRA 9A N° 99-02 OFC 816";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 9A N° 99-02 OFC 816";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6222424";"3112367000";"ADTECHSA@ADTECH.COM.CO";"602622";"";"";"Si";"03. LIMPIO"
17765;"800223144";1;1;"EYR ESPINOSA Y RESTREPO SAS";"7110";"27/01/1994";"ACTIVA";"CL 90 19A 46 PS 7";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CL 90 19A 46 PS 7";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6104770";"3183473764";"epinzon@eyr.com ";"587172";"";"";"Si";"03. LIMPIO"
17766;"830142528";1;1;"PARADISE COLOMBIA SA";"3120";"19/05/2004";"ACUERDO DE REORGANIZACION";"AV AMRICAS 36-37";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"AV AMERICAS 36 37";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2682288";"3502984772";"marybel.florez@mueblesyaccesorios.com.co";"1386486";"";"";"Si";"03. LIMPIO"
17767;"900605311";1;1;"RECUBRIMIENTOS ESENCIALES SAS";"2022";"01/11/2013";"ACTIVA";"Calle 110 No, 10 427 Bg 14";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Calle 110 No. 10 427 Bg 14";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3148503";"353148503";"recubrimientosesencialessas@gmail.com";"592511";"";"";"Si";"03. LIMPIO"
17768;"900065196";1;1;"CCA INGENIEROS CONTRATISTAS Y COMPAÑIA LIMITADA";"4220";"19/01/2006";"ACTIVA";"CARRERA 17  No  89-31 OF 602";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CARRERA 17 No  89-31 OF 602";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"9260705";"3206869505";"gerencia@ccaingenieros.co";"1559563";"";"";"Si";"03. LIMPIO"
17769;"900620095";1;1;"CONSTRUCCIONES CHAIRAMA SAS";"4111";"17/05/2013";"ACTIVA";"CL 24 B 71 A 53 TO 1 AP 304";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CL 24 B 71 A 53 TO 1 AP 304";"BOGOTA D.C.";"BOSA-BOGOTA D.C.";"Colombia";"8259383";"3105747953";"info@prolac.co";"2322621";"";"";"Si";"03. LIMPIO"
